id,city_id,name,lat,long
8576,919,شمام,36.949205857886945,49.448089599609375
8584,919,کرارود جمشید آباد,36.95716225368113,49.476585388183594
8578,919,کلورز,36.92739009701458,49.42216873168945
8573,919,گنجه,36.8557246457806,49.32483673095703
8574,919,مرزانکش,36.920528504153765,49.383201599121094
8585,919,مرکز شهر,36.903646357909174,49.49838638305664
8582,919,هرکیان,36.99946807854573,49.5454216003418
5068,920,آب آسیاب,37.254444,49.624502
6990,920,آب و برق,37.252842802,49.614129066
5070,920,آج بیشه,37.282551,49.631851
4551,920,آشتیانی,37.282408,49.569822
4624,920,استاد سرا,37.284814,49.579126
7130,920,استاد معین,37.2554730310,49.5784664154
6183,920,استقامت,37.2683979,49.5649208
7000,920,امام علی,37.25390173,49.620008468
7138,920,امین ضرب,37.28586771071,49.60061073303
6162,920,ایران برک,37.2634357,49.5640093
4530,920,باقرآباد,37.285781,49.588967
8421,920,بلوار افتخاری,37.274513830759844,49.552717208862305
7405,920,بلوار انصاری,37.3029038531,49.6065330505
8093,920,بلوار خرمشهر,37.28777977460355,49.62228298187256
4535,920,بلوار دیلمان,37.308812,49.5914984
7960,920,بلوار شهدای گمنام,37.27710915432124,49.55797433853149
4543,920,بلوار گیلان,37.310628,49.579207
7230,920,بلوار لاکان,37.18015070839,49.5878219604
7020,920,بلوار معلم,37.2873700507,49.5787239074
5075,920,بیستون,37.27512852074,49.56758737564
4547,920,پارک شهر,37.267575,49.584238
5076,920,پاسکیاب,37.278686,49.55431
5078,920,پستک,37.319802,49.578072
7040,920,پل بوسار,37.29535926405,49.579668045043
7963,920,پیربازار,"",""
4557,920,پیرسرا,37.274871,49.576125
6995,920,پیرکلاچای,37.2741211095,49.6280765533
7128,920,تختی,37.2857311328,49.5921134948
8409,920,تندگویان,37.27494069933585,49.54351186752319
7005,920,جماران,37.25209129,49.5933151245
5081,920,چله خانه,37.273571,49.585222
4561,920,چمران,37.27521389,49.6168327
5086,920,حمیدیان,37.268521,49.554592
5089,920,خرسندی,37.27809,49.530191
6985,920,خمیران زاهدان,37.272413602,49.597091674
7233,920,دانشجو,37.271030492,49.553060531
6153,920,دانشگاه گیلان,37.186654,49.654076
6935,920,دباغیان,37.26626625,49.60078239
6147,920,دولت آباد,37.223699,49.643462
6156,920,دهکده گیل,37.203621,49.577592
4571,920,دیانتی,37.286942,49.613086
4574,920,رشتیان,37.2815312429,49.5618152618
5093,920,رودبارتان,37.277124,49.602332
6138,920,ساغری سازان,37.272628,49.597657
4583,920,سبزه میدان,37.2753163416,49.5852470397
4587,920,سرچشمه,37.281360510748,49.60932254791
7126,920,سرخبنده,37.286277442782,49.5943021774
4568,920,سعدی,37.2879675639,49.58215713500
4591,920,سلیمانداراب,37.25736,49.57057
6177,920,سیاه اسطلخ,37.291118,49.555584
6144,920,سیمکو,37.21725,49.633725
7129,920,شمسی پور,37.29122819556,49.57168579101
6168,920,شهدا,37.261672,49.575934
5069,920,شهرک برق,37.244071,49.582545
6132,920,شهرک بهشتی,37.304525,49.598322
6180,920,شهرک سید احمد خمینی,37.231505,49.582697
6174,920,شهرک شهید رجایی,37.266125,49.606383
7962,920,شهرک شهید مفتح,37.26351686199778,49.562222957611084
